vintage_year,grade,mob,defaults_at_mob,active_at_mob,marginal_pd
2011,A,41,0,108,0.0
2011,A,42,0,103,0.0
2011,A,43,1,103,0.009708737864077669
2011,A,44,0,99,0.0
2011,A,45,0,96,0.0
2011,A,46,0,93,0.0
2011,A,47,1,88,0.011363636363636364
2011,A,48,0,83,0.0
2011,A,49,0,81,0.0
2011,A,50,0,79,0.0
2011,A,51,0,75,0.0
2011,A,52,0,71,0.0
2011,A,53,0,70,0.0
2011,A,54,0,68,0.0
2011,A,55,0,66,0.0
2011,A,56,0,63,0.0
2011,A,57,0,62,0.0
2011,A,58,0,58,0.0
2011,A,59,0,54,0.0
2011,A,60,0,51,0.0
2011,B,1,3,6565,0.00045696877380045696
2011,B,2,19,6516,0.0029158993247391037
2011,B,3,18,6449,0.002791130407815165
2011,B,4,21,6397,0.0032827888072534
2011,B,5,20,6334,0.0031575623618566467
2011,B,6,30,6275,0.004780876494023904
2011,B,7,19,6184,0.003072445019404916
2011,B,8,20,6103,0.003277076847452073
2011,B,9,10,6014,0.0016627868307283007
2011,B,10,24,5921,0.004053369363283229
2011,B,11,25,5831,0.004287429257417253
2011,B,12,40,5736,0.00697350069735007
2011,B,13,19,5619,0.003381384588004983
2011,B,14,21,5522,0.003802969938428106
2011,B,15,25,5412,0.004619364375461937
2011,B,16,14,5323,0.0026300958106331017
2011,B,17,20,5205,0.0038424591738712775
2011,B,18,21,5101,0.004116839835326407
2011,B,19,25,4975,0.005025125628140704
2011,B,20,24,4839,0.0049597024178549285
2011,B,21,23,4710,0.004883227176220807
2011,B,22,25,4607,0.005426524853483829
2011,B,23,22,4477,0.004914004914004914
2011,B,24,26,4363,0.005959202383680954
2011,B,25,24,4237,0.005664385178192117
2011,B,26,20,4131,0.004841442749939482
2011,B,27,22,4027,0.005463123913583313
2011,B,28,26,3910,0.006649616368286445
2011,B,29,25,3768,0.006634819532908705
2011,B,30,12,3653,0.0032849712565015056
2011,B,31,16,3523,0.004541583877377235
2011,B,32,14,3405,0.0041116005873715125
2011,B,33,12,3269,0.0036708473539308656
2011,B,34,17,3143,0.005408845052497614
2011,B,35,14,3017,0.004640371229698376
2011,B,36,11,2872,0.00383008356545961
2011,B,37,2,1965,0.0010178117048346056
2011,B,38,7,1003,0.006979062811565304
2011,B,39,5,943,0.005302226935312832
2011,B,40,6,920,0.006521739130434782
2011,B,41,1,894,0.0011185682326621924
2011,B,42,3,875,0.0034285714285714284
2011,B,43,4,848,0.0047169811320754715
2011,B,44,4,827,0.0048367593712212815
2011,B,45,3,799,0.0037546933667083854
2011,B,46,3,773,0.0038809831824062097
2011,B,47,3,750,0.004
2011,B,48,4,727,0.005502063273727648
2011,B,49,3,701,0.0042796005706134095
2011,B,50,3,678,0.004424778761061947
2011,B,51,3,653,0.004594180704441042
2011,B,52,2,632,0.0031645569620253164
2011,B,53,1,614,0.0016286644951140066
2011,B,54,2,588,0.003401360544217687
2011,B,55,0,567,0.0
2011,B,56,1,549,0.0018214936247723133
2011,B,57,2,533,0.00375234521575985
2011,B,58,1,504,0.001984126984126984
2011,B,59,0,483,0.0
2011,B,60,2,454,0.004405286343612335
2011,C,1,9,3942,0.00228310502283105
2011,C,2,12,3905,0.0030729833546734955
2011,C,3,20,3860,0.0051813471502590676
2011,C,4,21,3818,0.005500261917234154
2011,C,5,19,3763,0.005049162901939941
2011,C,6,18,3728,0.004828326180257511
2011,C,7,27,3685,0.007327001356852103
2011,C,8,29,3627,0.007995588640749932
2011,C,9,23,3556,0.0064679415073115865
2011,C,10,33,3503,0.009420496717099628
2011,C,11,21,3429,0.006124234470691163
2011,C,12,17,3371,0.005043013942450311
2011,C,13,20,3313,0.006036824630244492
2011,C,14,16,3255,0.004915514592933948
2011,C,15,21,3198,0.006566604127579738
2011,C,16,19,3135,0.006060606060606061
2011,C,17,20,3072,0.006510416666666667
2011,C,18,15,3013,0.004978426817125788
2011,C,19,19,2947,0.006447234475738039
2011,C,20,19,2889,0.006576670128071997
2011,C,21,25,2820,0.008865248226950355
2011,C,22,18,2750,0.006545454545454545
2011,C,23,21,2687,0.007815407517677708
2011,C,24,21,2615,0.00803059273422562
2011,C,25,22,2543,0.008651199370821865
2011,C,26,15,2461,0.006095083299471759
2011,C,27,14,2402,0.005828476269775187
2011,C,28,8,2332,0.003430531732418525
2011,C,29,11,2264,0.004858657243816254
2011,C,30,4,2195,0.0018223234624145787
2011,C,31,16,2132,0.0075046904315197
2011,C,32,13,2055,0.006326034063260341
2011,C,33,11,1985,0.0055415617128463475
2011,C,34,7,1910,0.0036649214659685864
2011,C,35,7,1856,0.003771551724137931
2011,C,36,16,1800,0.008888888888888889
2011,C,37,6,1369,0.004382761139517896
2011,C,38,5,920,0.005434782608695652
2011,C,39,8,872,0.009174311926605505
2011,C,40,6,840,0.007142857142857143
2011,C,41,10,816,0.012254901960784314
2011,C,42,5,789,0.0063371356147021544
2011,C,43,5,760,0.006578947368421052
2011,C,44,5,738,0.006775067750677507
2011,C,45,7,715,0.009790209790209791
2011,C,46,5,688,0.007267441860465116
2011,C,47,2,662,0.0030211480362537764
2011,C,48,5,629,0.00794912559618442
2011,C,49,2,607,0.0032948929159802307
2011,C,50,2,579,0.0034542314335060447
2011,C,51,4,553,0.007233273056057866
2011,C,52,3,514,0.005836575875486381
2011,C,53,2,499,0.004008016032064128
2011,C,54,1,479,0.0020876826722338203
2011,C,55,4,459,0.008714596949891068
2011,C,56,0,439,0.0
2011,C,57,2,417,0.004796163069544364
2011,C,58,2,403,0.004962779156327543
2011,C,59,1,384,0.0026041666666666665
2011,C,60,4,366,0.01092896174863388
2011,D,1,3,2796,0.001072961373390558
2011,D,2,16,2778,0.005759539236861051
2011,D,3,11,2742,0.0040116703136396795
2011,D,4,12,2711,0.004426410918480265
2011,D,5,22,2679,0.008212019410227697
2011,D,6,20,2636,0.007587253414264037
2011,D,7,20,2603,0.00768344218209758
2011,D,8,19,2561,0.00741897696212417
2011,D,9,17,2510,0.006772908366533864
2011,D,10,22,2468,0.008914100486223663
2011,D,11,16,2415,0.006625258799171843
2011,D,12,21,2370,0.008860759493670886
2011,D,13,30,2322,0.012919896640826873
2011,D,14,16,2260,0.007079646017699115
2011,D,15,23,2210,0.010407239819004524
2011,D,16,10,2158,0.004633920296570899
2011,D,17,17,2123,0.00800753650494583
2011,D,18,14,2069,0.006766553890768487
2011,D,19,25,2024,0.012351778656126482
2011,D,20,22,1978,0.011122345803842264
2011,D,21,7,1922,0.0036420395421436005
2011,D,22,19,1885,0.010079575596816976
2011,D,23,11,1828,0.006017505470459519
2011,D,24,23,1788,0.012863534675615212
2011,D,25,13,1747,0.007441327990841442
2011,D,26,20,1716,0.011655011655011656
2011,D,27,15,1667,0.008998200359928014
2011,D,28,8,1620,0.0049382716049382715
2011,D,29,14,1588,0.008816120906801008
2011,D,30,13,1531,0.008491182233834096
2011,D,31,10,1485,0.006734006734006734
2011,D,32,7,1434,0.0048814504881450485
2011,D,33,9,1393,0.006460875807609476
2011,D,34,5,1348,0.00370919881305638
2011,D,35,15,1298,0.011556240369799691
2011,D,36,9,1240,0.007258064516129033
2011,D,37,9,999,0.009009009009009009
2011,D,38,4,741,0.005398110661268556
2011,D,39,8,712,0.011235955056179775
2011,D,40,3,689,0.0043541364296081275
2011,D,41,7,667,0.010494752623688156
2011,D,42,1,648,0.0015432098765432098
2011,D,43,4,631,0.006339144215530904
2011,D,44,8,609,0.013136288998357963
2011,D,45,2,582,0.003436426116838488
2011,D,46,2,563,0.003552397868561279
2011,D,47,3,545,0.005504587155963303
2011,D,48,6,528,0.011363636363636364
2011,D,49,7,505,0.013861386138613862
2011,D,50,2,476,0.004201680672268907
2011,D,51,5,452,0.011061946902654867
2011,D,52,3,429,0.006993006993006993
2011,D,53,6,410,0.014634146341463415
2011,D,54,1,395,0.002531645569620253
2011,D,55,3,378,0.007936507936507936
2011,D,56,1,364,0.0027472527472527475
2011,D,57,1,344,0.0029069767441860465
2011,D,58,1,328,0.003048780487804878
2011,D,59,0,310,0.0
2011,D,60,3,289,0.010380622837370242
2011,E,1,7,1739,0.0040253018976423235
2011,E,2,8,1718,0.004656577415599534
2011,E,3,7,1697,0.0041249263406010605
2011,E,4,15,1678,0.008939213349225268
2011,E,5,9,1653,0.0054446460980036296
2011,E,6,14,1636,0.008557457212713936
2011,E,7,13,1608,0.00808457711442786
2011,E,8,11,1584,0.006944444444444444
2011,E,9,14,1564,0.008951406649616368
2011,E,10,19,1532,0.012402088772845953
2011,E,11,14,1500,0.009333333333333334
2011,E,12,11,1473,0.00746775288526816
2011,E,13,14,1450,0.009655172413793104
2011,E,14,19,1417,0.013408609738884969
2011,E,15,13,1385,0.009386281588447653
2011,E,16,11,1353,0.008130081300813009
2011,E,17,19,1326,0.014328808446455505
2011,E,18,12,1296,0.009259259259259259
2011,E,19,10,1270,0.007874015748031496
2011,E,20,8,1241,0.0064464141821112
2011,E,21,16,1210,0.013223140495867768
2011,E,22,8,1182,0.00676818950930626
2011,E,23,13,1160,0.011206896551724138
2011,E,24,9,1127,0.007985803016858917
2011,E,25,8,1094,0.007312614259597806
2011,E,26,12,1072,0.011194029850746268
2011,E,27,6,1039,0.005774783445620789
2011,E,28,5,1010,0.0049504950495049506
2011,E,29,7,989,0.007077856420626896
2011,E,30,8,956,0.008368200836820083
2011,E,31,3,934,0.0032119914346895075
2011,E,32,9,905,0.009944751381215469
2011,E,33,5,867,0.0057670126874279125
2011,E,34,7,844,0.008293838862559242
2011,E,35,9,821,0.010962241169305725
2011,E,36,8,790,0.010126582278481013
2011,E,37,10,721,0.013869625520110958
2011,E,38,9,651,0.013824884792626729
2011,E,39,3,619,0.004846526655896607
2011,E,40,4,600,0.006666666666666667
2011,E,41,4,575,0.006956521739130435
2011,E,42,4,555,0.007207207207207207
2011,E,43,5,530,0.009433962264150943
2011,E,44,2,509,0.003929273084479371
2011,E,45,7,493,0.014198782961460446
2011,E,46,1,472,0.00211864406779661
2011,E,47,4,451,0.008869179600886918
2011,E,48,2,436,0.0045871559633027525
2011,E,49,1,418,0.0023923444976076554
2011,E,50,5,405,0.012345679012345678
2011,E,51,4,385,0.01038961038961039
2011,E,52,5,367,0.013623978201634877
2011,E,53,0,350,0.0
2011,E,54,4,335,0.011940298507462687
2011,E,55,3,318,0.009433962264150943
2011,E,56,1,304,0.003289473684210526
2011,E,57,1,288,0.003472222222222222
2011,E,58,2,276,0.007246376811594203
2011,E,59,4,258,0.015503875968992248
2011,E,60,5,236,0.0211864406779661
2011,F,1,0,722,0.0
2011,F,2,5,714,0.0070028011204481795
2011,F,3,5,705,0.0070921985815602835
2011,F,4,8,696,0.011494252873563218
2011,F,5,9,685,0.013138686131386862
2011,F,6,7,669,0.01046337817638266
2011,F,7,8,657,0.0121765601217656
2011,F,8,9,645,0.013953488372093023
2011,F,9,11,634,0.017350157728706624
2011,F,10,8,618,0.012944983818770227
2011,F,11,6,605,0.009917355371900827
2011,F,12,5,595,0.008403361344537815
2011,F,13,10,587,0.017035775127768313
2011,F,14,2,571,0.0035026269702276708
2011,F,15,8,569,0.014059753954305799
2011,F,16,7,557,0.012567324955116697
2011,F,17,7,542,0.012915129151291513
2011,F,18,6,525,0.011428571428571429
2011,F,19,6,509,0.011787819253438114
2011,F,20,6,497,0.012072434607645875
2011,F,21,3,483,0.006211180124223602
2011,F,22,9,474,0.0189873417721519
2011,F,23,5,455,0.01098901098901099
2011,F,24,2,445,0.0044943820224719105
2011,F,25,2,438,0.0045662100456621
2011,F,26,9,422,0.02132701421800948
2011,F,27,3,409,0.007334963325183374
2011,F,28,1,398,0.002512562814070352
2011,F,29,8,394,0.02030456852791878
2011,F,30,4,379,0.010554089709762533
2011,F,31,0,365,0.0
2011,F,32,2,359,0.005571030640668524
2011,F,33,1,348,0.0028735632183908046
2011,F,34,4,343,0.011661807580174927
2011,F,35,5,333,0.015015015015015015
2011,F,36,2,321,0.006230529595015576
2011,F,37,2,306,0.006535947712418301
2011,F,38,4,287,0.013937282229965157
2011,F,39,3,275,0.01090909090909091
2011,F,40,3,259,0.011583011583011582
2011,F,41,3,248,0.012096774193548387
2011,F,42,0,242,0.0
2011,F,43,2,234,0.008547008547008548
2011,F,44,1,223,0.004484304932735426
2011,F,45,3,219,0.0136986301369863
2011,F,46,1,209,0.004784688995215311
2011,F,47,3,203,0.014778325123152709
2011,F,48,1,192,0.005208333333333333
2011,F,49,0,186,0.0
2011,F,50,1,178,0.0056179775280898875
2011,F,51,0,169,0.0
2011,F,52,1,162,0.006172839506172839
2011,F,53,1,157,0.006369426751592357
2011,F,54,1,152,0.006578947368421052
2011,F,55,1,145,0.006896551724137931
2011,F,56,0,140,0.0
2011,F,57,1,134,0.007462686567164179
2011,F,58,1,125,0.008
2011,F,59,1,117,0.008547008547008548
2011,F,60,1,105,0.009523809523809525
2011,G,1,0,203,0.0
2011,G,2,0,202,0.0
2011,G,3,1,202,0.0049504950495049506
2011,G,4,2,200,0.01
2011,G,5,2,197,0.01015228426395939
2011,G,6,3,193,0.015544041450777202
2011,G,7,4,190,0.021052631578947368
2011,G,8,1,186,0.005376344086021506
2011,G,9,1,183,0.00546448087431694
2011,G,10,1,178,0.0056179775280898875
2011,G,11,2,177,0.011299435028248588
2011,G,12,2,172,0.011627906976744186
2011,G,13,3,166,0.018072289156626505
2011,G,14,7,161,0.043478260869565216
2011,G,15,2,151,0.013245033112582781
2011,G,16,4,147,0.027210884353741496
2011,G,17,1,141,0.0070921985815602835
2011,G,18,5,138,0.036231884057971016
2011,G,19,2,131,0.015267175572519083
2011,G,20,1,125,0.008
2011,G,21,0,122,0.0
2011,G,22,3,118,0.025423728813559324
2011,G,23,3,115,0.02608695652173913
2011,G,24,0,112,0.0
2011,G,25,1,108,0.009259259259259259
2011,G,26,1,105,0.009523809523809525
2011,G,27,0,103,0.0
2011,G,28,0,102,0.0
2011,G,29,0,99,0.0
2011,G,30,0,96,0.0
2011,G,31,1,95,0.010526315789473684
2011,G,32,0,94,0.0
2011,G,33,0,94,0.0
2011,G,34,3,93,0.03225806451612903
2011,G,35,0,89,0.0
2011,G,36,0,86,0.0
2011,G,37,2,82,0.024390243902439025
2011,G,38,1,76,0.013157894736842105
2011,G,39,2,72,0.027777777777777776
2011,G,40,1,67,0.014925373134328358
2011,G,41,0,64,0.0
2011,G,42,1,62,0.016129032258064516
2011,G,43,0,60,0.0
2011,G,44,0,58,0.0
2011,G,45,0,54,0.0
2011,G,46,1,53,0.018867924528301886
2011,G,47,0,50,0.0
2011,G,48,0,50,0.0
2011,G,49,0,48,0.0
2011,G,50,0,45,0.0
2011,G,51,0,42,0.0
2011,G,52,0,39,0.0
2011,G,53,0,38,0.0
2011,G,54,0,37,0.0
2011,G,55,0,36,0.0
2011,G,56,0,34,0.0
2011,G,57,0,32,0.0
2011,G,58,0,30,0.0
2011,G,59,0,28,0.0
2011,G,60,2,26,0.07692307692307693
2012,A,1,6,10901,0.0005504082194294101
2012,A,2,21,10795,0.0019453450671607225
2012,A,3,20,10711,0.0018672392867145925
2012,A,4,25,10620,0.0023540489642184556
2012,A,5,22,10517,0.0020918512883902254
2012,A,6,21,10395,0.00202020202020202
2012,A,7,24,10290,0.0023323615160349854
2012,A,8,25,10163,0.002459903571779986
2012,A,9,29,10024,0.002893056664006385
2012,A,10,27,9876,0.0027339003645200487
2012,A,11,31,9707,0.003193571649325229
2012,A,12,29,9539,0.003040150959220044
2012,A,13,25,9349,0.002674082789603166
2012,A,14,30,9181,0.0032676179065461277
2012,A,15,21,8970,0.0023411371237458192
2012,A,16,20,8783,0.002277126266651486
2012,A,17,24,8607,0.0027884280237016382
2012,A,18,26,8411,0.0030911901081916537
2012,A,19,31,8201,0.0037800268259968297
2012,A,20,25,8003,0.003123828564288392
2012,A,21,23,7790,0.002952503209242619
2012,A,22,29,7579,0.0038263623169283545
2012,A,23,20,7336,0.0027262813522355507
2012,A,24,27,7082,0.0038124823496187518
2012,A,25,21,6852,0.003064798598949212
2012,A,26,20,6617,0.003022517757291824
2012,A,27,24,6404,0.0037476577139287947
2012,A,28,21,6162,0.0034079844206426485
2012,A,29,18,5958,0.0030211480362537764
2012,A,30,21,5725,0.003668122270742358
2012,A,31,14,5468,0.002560351133869788
2012,A,32,13,5223,0.002488991001340226
2012,A,33,11,4998,0.0022008803521408565
2012,A,34,10,4751,0.002104820037886761
2012,A,35,10,4531,0.0022070183182520413
2012,A,36,16,4332,0.003693444136657433
2012,A,37,4,790,0.005063291139240506
2012,A,38,0,102,0.0
2012,A,39,0,85,0.0
2012,A,40,0,78,0.0
2012,A,41,1,76,0.013157894736842105
2012,A,42,1,74,0.013513513513513514
2012,A,43,0,72,0.0
2012,A,44,0,70,0.0
2012,A,45,0,66,0.0
2012,A,46,0,64,0.0
2012,A,47,0,61,0.0
2012,A,48,1,60,0.016666666666666666
2012,A,49,0,58,0.0
2012,A,50,0,55,0.0
2012,A,51,0,53,0.0
2012,A,52,0,52,0.0
2012,A,53,1,50,0.02
2012,A,54,0,48,0.0
2012,A,55,0,48,0.0
2012,A,56,1,42,0.023809523809523808
2012,A,57,0,39,0.0
2012,A,58,0,35,0.0
2012,A,59,0,34,0.0
2012,A,60,0,34,0.0
2012,B,1,18,18507,0.0009726049602852974
2012,B,2,31,18371,0.0016874421642806598
2012,B,3,43,18237,0.0023578439436310796
2012,B,4,65,18098,0.0035915570781301803
2012,B,5,63,17921,0.0035154288265163776
2012,B,6,73,17734,0.0041163866020074436
2012,B,7,77,17517,0.004395729862419364
2012,B,8,69,17268,0.003995830437804031
2012,B,9,93,17013,0.0054664080409098925
2012,B,10,88,16698,0.005270092226613966
2012,B,11,103,16394,0.006282786385262901
2012,B,12,99,16093,0.006151742993848257
2012,B,13,80,15762,0.0050754980332445125
2012,B,14,76,15444,0.004921004921004921
2012,B,15,65,15153,0.004289579621197122
2012,B,16,82,14870,0.0055144586415601885
2012,B,17,86,14548,0.00591146549353863
2012,B,18,96,14178,0.006771053745239103
2012,B,19,70,13816,0.00506658946149392
2012,B,20,81,13465,0.0060155959896026736
2012,B,21,78,13110,0.005949656750572082
2012,B,22,73,12723,0.005737640493594278
2012,B,23,64,12320,0.005194805194805195
2012,B,24,66,11955,0.005520702634880803
2012,B,25,78,11565,0.006744487678339819
2012,B,26,55,11166,0.0049256672040121794
2012,B,27,63,10795,0.005836035201482168
2012,B,28,68,10363,0.006561806426710412
2012,B,29,48,9967,0.004815892445068727
2012,B,30,63,9595,0.0065659197498697235
2012,B,31,46,9163,0.005020189894139474
2012,B,32,39,8733,0.004465819306080384
2012,B,33,37,8299,0.004458368478129895
2012,B,34,35,7935,0.004410838059231254
2012,B,35,30,7584,0.003955696202531646
2012,B,36,26,7231,0.003595629926704467
2012,B,37,9,2179,0.004130335016062414
2012,B,38,10,905,0.011049723756906077
2012,B,39,4,816,0.004901960784313725
2012,B,40,4,784,0.00510204081632653
2012,B,41,4,754,0.005305039787798408
2012,B,42,6,732,0.00819672131147541
2012,B,43,2,709,0.0028208744710860366
2012,B,44,3,694,0.004322766570605188
2012,B,45,2,666,0.003003003003003003
2012,B,46,6,642,0.009345794392523364
2012,B,47,3,622,0.00482315112540193
2012,B,48,0,602,0.0
2012,B,49,1,580,0.0017241379310344827
2012,B,50,0,555,0.0
2012,B,51,1,530,0.0018867924528301887
2012,B,52,1,499,0.002004008016032064
2012,B,53,3,476,0.0063025210084033615
2012,B,54,3,452,0.00663716814159292
2012,B,55,2,426,0.004694835680751174
2012,B,56,2,401,0.004987531172069825
2012,B,57,2,378,0.005291005291005291
2012,B,58,1,356,0.0028089887640449437
2012,B,59,0,333,0.0
2012,B,60,3,309,0.009708737864077669
2012,C,1,21,11875,0.001768421052631579
2012,C,2,38,11748,0.003234593122233572
2012,C,3,39,11645,0.0033490768570201804
2012,C,4,65,11526,0.005639423911157383
2012,C,5,59,11381,0.005184078727704068
2012,C,6,63,11240,0.005604982206405694
2012,C,7,73,11084,0.0065860700108264164
2012,C,8,69,10909,0.006325052708772573
2012,C,9,75,10692,0.007014590347923681
2012,C,10,97,10463,0.009270763643314537
2012,C,11,89,10225,0.008704156479217604
2012,C,12,73,9988,0.007308770524629555
2012,C,13,92,9772,0.009414654113794515
2012,C,14,66,9533,0.006923318997167733
2012,C,15,80,9294,0.008607703894986012
2012,C,16,57,9051,0.006297646668876367
2012,C,17,75,8858,0.00846692255588169
2012,C,18,71,8624,0.008232838589981447
2012,C,19,65,8364,0.007771401243424199
2012,C,20,68,8131,0.00836305497478785
2012,C,21,72,7886,0.009130103981739792
2012,C,22,60,7642,0.007851347814708191
2012,C,23,52,7382,0.007044161473855324
2012,C,24,56,7154,0.007827788649706457
2012,C,25,57,6900,0.00826086956521739
2012,C,26,46,6639,0.006928754330471456
2012,C,27,58,6417,0.009038491506934705
2012,C,28,53,6154,0.008612284692882678
2012,C,29,50,5907,0.008464533604198408
2012,C,30,42,5673,0.007403490216816499
2012,C,31,31,5449,0.005689117269223711
2012,C,32,47,5217,0.009009009009009009
2012,C,33,39,4985,0.0078234704112337
2012,C,34,34,4744,0.007166947723440135
2012,C,35,24,4508,0.005323868677905945
2012,C,36,21,4279,0.004907688712315962
2012,C,37,9,1719,0.005235602094240838
2012,C,38,9,971,0.009268795056642637
2012,C,39,6,874,0.006864988558352402
2012,C,40,8,845,0.009467455621301775
2012,C,41,4,814,0.004914004914004914
2012,C,42,6,779,0.007702182284980745
2012,C,43,4,743,0.005383580080753701
2012,C,44,3,718,0.004178272980501393
2012,C,45,5,698,0.0071633237822349575
2012,C,46,4,670,0.005970149253731343
2012,C,47,8,641,0.0124804992199688
2012,C,48,2,611,0.0032733224222585926
2012,C,49,8,594,0.013468013468013467
2012,C,50,9,565,0.01592920353982301
2012,C,51,2,528,0.003787878787878788
2012,C,52,3,500,0.006
2012,C,53,4,478,0.008368200836820083
2012,C,54,3,456,0.006578947368421052
2012,C,55,1,435,0.0022988505747126436
2012,C,56,1,421,0.0023752969121140144
2012,C,57,1,398,0.002512562814070352
2012,C,58,3,380,0.007894736842105263
2012,C,59,1,360,0.002777777777777778
2012,C,60,3,318,0.009433962264150943
2012,D,1,19,7323,0.0025945650689608085
2012,D,2,32,7250,0.004413793103448276
2012,D,3,29,7174,0.004042375243936437
2012,D,4,42,7078,0.00593387962701328
2012,D,5,53,6986,0.0075866017749785285
2012,D,6,51,6877,0.007416024429256944
2012,D,7,51,6762,0.0075421472937000885
2012,D,8,58,6649,0.008723116258083922
2012,D,9,63,6524,0.009656652360515022
2012,D,10,60,6362,0.009430996541967935
2012,D,11,72,6233,0.011551419862024707
2012,D,12,61,6065,0.010057708161582853
2012,D,13,64,5912,0.010825439783491205
2012,D,14,67,5768,0.011615811373092927
2012,D,15,51,5625,0.009066666666666667
2012,D,16,51,5495,0.009281164695177434
2012,D,17,57,5365,0.010624417520969246
2012,D,18,51,5205,0.009798270893371758
2012,D,19,51,5060,0.01007905138339921
2012,D,20,52,4926,0.010556232237109216
2012,D,21,46,4775,0.009633507853403141
2012,D,22,58,4600,0.012608695652173913
2012,D,23,39,4442,0.008779828905898244
2012,D,24,44,4294,0.010246856078248719
2012,D,25,46,4134,0.011127237542331882
2012,D,26,36,3993,0.009015777610818933
2012,D,27,36,3852,0.009345794392523364
2012,D,28,24,3723,0.0064464141821112
2012,D,29,41,3589,0.011423794928949568
2012,D,30,39,3441,0.011333914559721011
2012,D,31,27,3281,0.008229198415117342
2012,D,32,24,3141,0.007640878701050621
2012,D,33,33,2988,0.01104417670682731
2012,D,34,23,2864,0.00803072625698324
2012,D,35,21,2743,0.007655851257746992
2012,D,36,20,2619,0.007636502481863307
2012,D,37,9,1346,0.006686478454680535
2012,D,38,18,934,0.019271948608137045
2012,D,39,6,857,0.007001166861143524
2012,D,40,7,825,0.008484848484848486
2012,D,41,5,785,0.006369426751592357
2012,D,42,5,748,0.0066844919786096255
2012,D,43,3,722,0.004155124653739612
2012,D,44,4,695,0.0057553956834532375
2012,D,45,9,675,0.013333333333333334
2012,D,46,5,645,0.007751937984496124
2012,D,47,6,624,0.009615384615384616
2012,D,48,5,605,0.008264462809917356
2012,D,49,5,576,0.008680555555555556
2012,D,50,8,551,0.014519056261343012
2012,D,51,4,528,0.007575757575757576
2012,D,52,5,507,0.009861932938856016
2012,D,53,6,482,0.012448132780082987
2012,D,54,4,459,0.008714596949891068
2012,D,55,4,436,0.009174311926605505
2012,D,56,3,418,0.007177033492822967
2012,D,57,4,401,0.00997506234413965
2012,D,58,1,386,0.0025906735751295338
2012,D,59,0,366,0.0
2012,D,60,1,338,0.0029585798816568047
2012,E,1,8,3185,0.002511773940345369
2012,E,2,10,3155,0.003169572107765452
2012,E,3,18,3131,0.005748961992973491
2012,E,4,24,3092,0.007761966364812419
2012,E,5,16,3044,0.005256241787122208
2012,E,6,20,3002,0.006662225183211193
2012,E,7,18,2957,0.00608725059181603
2012,E,8,42,2907,0.014447884416924664
2012,E,9,31,2833,0.010942463819272856
2012,E,10,33,2770,0.011913357400722021
2012,E,11,31,2702,0.01147298297557365
2012,E,12,28,2643,0.010594021944759743
2012,E,13,29,2595,0.011175337186897881
2012,E,14,37,2527,0.014641867827463396
2012,E,15,34,2452,0.013866231647634585
2012,E,16,26,2391,0.010874111250522794
2012,E,17,33,2343,0.014084507042253521
2012,E,18,30,2270,0.013215859030837005
2012,E,19,26,2208,0.01177536231884058
2012,E,20,28,2149,0.013029315960912053
2012,E,21,21,2083,0.010081613058089293
2012,E,22,32,2029,0.015771315919172007
2012,E,23,27,1969,0.013712544438801422
2012,E,24,32,1900,0.016842105263157894
2012,E,25,24,1835,0.013079019073569483
2012,E,26,23,1760,0.013068181818181817
2012,E,27,25,1698,0.014723203769140165
2012,E,28,17,1642,0.010353227771010963
2012,E,29,18,1585,0.011356466876971609
2012,E,30,16,1533,0.010437051532941943
2012,E,31,25,1482,0.016869095816464237
2012,E,32,10,1425,0.007017543859649123
2012,E,33,18,1384,0.01300578034682081
2012,E,34,16,1328,0.012048192771084338
2012,E,35,14,1273,0.010997643362136685
2012,E,36,15,1212,0.012376237623762377
2012,E,37,6,996,0.006024096385542169
2012,E,38,10,897,0.011148272017837236
2012,E,39,9,857,0.010501750291715286
2012,E,40,10,817,0.012239902080783354
2012,E,41,5,786,0.006361323155216285
2012,E,42,9,756,0.011904761904761904
2012,E,43,7,729,0.009602194787379973
2012,E,44,9,702,0.01282051282051282
2012,E,45,9,681,0.013215859030837005
2012,E,46,6,658,0.00911854103343465
2012,E,47,5,637,0.007849293563579277
2012,E,48,3,614,0.004885993485342019
2012,E,49,7,593,0.011804384485666104
2012,E,50,3,565,0.005309734513274336
2012,E,51,3,540,0.005555555555555556
2012,E,52,3,510,0.0058823529411764705
2012,E,53,1,491,0.002036659877800407
2012,E,54,3,467,0.006423982869379015
2012,E,55,0,441,0.0
2012,E,56,6,420,0.014285714285714285
2012,E,57,1,392,0.002551020408163265
2012,E,58,2,372,0.005376344086021506
2012,E,59,0,350,0.0
2012,E,60,3,322,0.009316770186335404
2012,F,1,3,1315,0.0022813688212927757
2012,F,2,6,1299,0.004618937644341801
2012,F,3,10,1285,0.007782101167315175
2012,F,4,7,1268,0.005520504731861199
2012,F,5,14,1249,0.01120896717373899
2012,F,6,11,1230,0.00894308943089431
2012,F,7,16,1205,0.013278008298755186
2012,F,8,16,1179,0.013570822731128074
2012,F,9,11,1149,0.009573542210617928
2012,F,10,15,1121,0.013380909901873328
2012,F,11,16,1098,0.014571948998178506
2012,F,12,15,1067,0.014058106841611996
2012,F,13,12,1039,0.011549566891241578
2012,F,14,12,1010,0.011881188118811881
2012,F,15,10,990,0.010101010101010102
2012,F,16,18,964,0.01867219917012448
2012,F,17,10,928,0.010775862068965518
